cache_size FIFO LRU LRUapprox RANDOM 100 10000
1 0.000000 0.000000 0.000000 0.000000
2 0.000000 0.000000 0.000000 0.000000
3 0.000000 0.000000 0.000000 0.000000
4 0.000000 0.000000 0.000000 0.000000
5 0.000000 0.000000 0.000000 0.000000
6 0.000000 0.000000 0.000000 0.000000
7 0.000000 0.000000 0.000000 0.000000
8 0.000000 0.000000 0.000000 0.000000
9 0.000000 0.000000 0.000000 0.000000
10 0.000000 0.000000 0.000000 0.000000
11 0.000000 0.000000 0.000000 0.000000
12 0.000000 0.000000 0.000000 0.000500
13 0.000000 0.000000 0.000000 0.000400
14 0.000000 0.000000 0.000000 0.000800
15 0.000000 0.000000 0.000000 0.001500
16 0.000000 0.000000 0.000000 0.001600
17 0.000000 0.000000 0.000000 0.003100
18 0.000000 0.000000 0.000000 0.002600
19 0.000000 0.000000 0.000000 0.004000
20 0.000000 0.000000 0.000000 0.008000
21 0.000000 0.000000 0.000000 0.009600
22 0.000000 0.000000 0.000000 0.008900
23 0.000000 0.000000 0.000000 0.012400
24 0.000000 0.000000 0.000100 0.015900
25 0.000000 0.000000 0.000100 0.020600
26 0.000000 0.000000 0.000100 0.023300
27 0.000000 0.000000 0.000100 0.026500
28 0.000000 0.000000 0.000200 0.032200
29 0.000000 0.000000 0.000200 0.037000
30 0.000000 0.000000 0.000200 0.040700
31 0.000000 0.000000 0.000100 0.042200
32 0.000000 0.000000 0.000100 0.052300
33 0.000000 0.000000 0.000300 0.054000
34 0.000000 0.000000 0.000400 0.060900
35 0.000000 0.000000 0.000300 0.070100
36 0.000000 0.000000 0.000200 0.073500
37 0.000000 0.000000 0.000300 0.081900
38 0.000000 0.000000 0.000300 0.089000
39 0.000000 0.000000 0.000300 0.096500
40 0.000000 0.000000 0.000200 0.106200
41 0.000000 0.000000 0.000200 0.116000
42 0.000000 0.000000 0.000400 0.121000
43 0.000000 0.000000 0.000600 0.125100
44 0.000000 0.000000 0.000300 0.137800
45 0.000000 0.000000 0.000500 0.150300
46 0.000000 0.000000 0.000800 0.158000
47 0.000000 0.000000 0.000600 0.167200
48 0.000000 0.000000 0.000500 0.178400
49 0.000000 0.000000 0.000500 0.191600
50 0.000000 0.000000 0.000500 0.198100
51 0.000000 0.000200 0.000600 0.210400
52 0.000000 0.000000 0.001000 0.218700
53 0.000000 0.000000 0.000900 0.233800
54 0.000000 0.000000 0.000800 0.243700
55 0.000000 0.000000 0.001200 0.254000
56 0.000000 0.000000 0.000900 0.268800
57 0.000000 0.000000 0.000800 0.283100
58 0.000000 0.000000 0.001000 0.292800
